date,city,crop,unit,min_price_pkr,avg_price_pkr,max_price_pkr,temperature_c,rainfall_mm,humidity_percent,n_price_reports,price_spread_pkr,data_type,source_file,latitude,longitude,weather_source
2024-05-25,Faisalabad,Tomato,1 Kg,106.75,110.98,116.1,33.8,3.8,66.2,1,9.35,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-05-26,Faisalabad,Tomato,1 Kg,98.12,102.95,107.02,29.1,0.1,60.8,1,8.9,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-05-27,Faisalabad,Tomato,1 Kg,132.48,143.68,149.0,36.8,0.7,68.5,1,16.52,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-05-28,Faisalabad,Tomato,1 Kg,66.45,70.12,74.62,34.6,0.0,69.3,1,8.17,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-05-29,Faisalabad,Tomato,1 Kg,120.02,127.1,131.32,32.6,0.3,62.1,1,11.3,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-05-30,Faisalabad,Tomato,1 Kg,107.0,113.68,118.98,31.1,0.9,74.8,1,11.98,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-05-31,Faisalabad,Tomato,1 Kg,114.48,120.05,124.08,30.4,1.7,74.2,1,9.6,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-01,Faisalabad,Tomato,1 Kg,127.32,138.3,144.82,33.2,2.7,69.2,1,17.5,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-02,Faisalabad,Tomato,1 Kg,104.45,110.2,114.2,32.5,1.0,70.0,1,9.75,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-03,Faisalabad,Tomato,1 Kg,112.2,120.35,125.52,35.3,0.2,64.6,1,13.32,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-04,Faisalabad,Tomato,1 Kg,89.15,96.45,103.48,32.5,0.9,70.8,1,14.33,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-05,Faisalabad,Tomato,1 Kg,93.65,97.55,100.95,36.3,1.3,72.0,1,7.3,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-06,Faisalabad,Tomato,1 Kg,85.45,91.3,97.9,34.7,2.3,66.1,1,12.45,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-07,Faisalabad,Tomato,1 Kg,117.42,125.4,131.32,30.2,0.8,61.7,1,13.9,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-08,Faisalabad,Tomato,1 Kg,105.22,113.0,116.68,35.5,0.1,68.4,1,11.46,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-09,Faisalabad,Tomato,1 Kg,65.28,67.3,70.8,37.8,0.2,69.5,1,5.52,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-10,Faisalabad,Tomato,1 Kg,100.32,107.42,115.68,35.6,1.0,81.6,1,15.36,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-11,Faisalabad,Tomato,1 Kg,92.1,96.2,99.82,37.8,2.0,72.0,1,7.72,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-12,Faisalabad,Tomato,1 Kg,87.85,92.1,97.25,37.8,0.1,70.2,1,9.4,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-13,Faisalabad,Tomato,1 Kg,127.7,133.05,138.07,37.4,4.4,70.0,1,10.37,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-14,Faisalabad,Tomato,1 Kg,110.65,119.18,123.92,33.4,0.1,67.0,1,13.27,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-15,Faisalabad,Tomato,1 Kg,90.62,95.52,102.6,37.0,0.2,57.9,1,11.98,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-16,Faisalabad,Tomato,1 Kg,88.82,94.45,100.05,33.7,0.3,66.3,1,11.23,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-17,Faisalabad,Tomato,1 Kg,109.92,117.22,123.05,35.1,0.0,72.5,1,13.13,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-18,Faisalabad,Tomato,1 Kg,99.38,103.3,108.02,30.7,0.5,66.0,1,8.64,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-19,Faisalabad,Tomato,1 Kg,93.52,99.02,106.62,34.4,0.0,64.9,1,13.1,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-20,Faisalabad,Tomato,1 Kg,113.7,119.05,125.45,37.2,2.4,71.6,1,11.75,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-21,Faisalabad,Tomato,1 Kg,54.62,57.2,60.4,33.6,0.1,64.7,1,5.78,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-22,Faisalabad,Tomato,1 Kg,134.02,144.72,153.65,32.4,2.2,64.0,1,19.63,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-23,Faisalabad,Tomato,1 Kg,90.48,93.8,99.85,34.5,1.1,65.3,1,9.37,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-24,Faisalabad,Tomato,1 Kg,135.98,143.38,153.4,37.3,0.4,76.3,1,17.42,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-25,Faisalabad,Tomato,1 Kg,90.72,97.32,101.62,34.8,0.5,62.4,1,10.9,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-26,Faisalabad,Tomato,1 Kg,77.7,84.15,88.22,35.9,0.7,80.2,1,10.52,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-27,Faisalabad,Tomato,1 Kg,123.82,130.7,136.22,34.5,0.2,70.7,1,12.4,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-28,Faisalabad,Tomato,1 Kg,84.7,89.68,93.82,36.9,0.7,76.5,1,9.12,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-29,Faisalabad,Tomato,1 Kg,75.8,78.6,83.45,38.7,0.7,78.9,1,7.65,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-06-30,Faisalabad,Tomato,1 Kg,106.68,110.82,114.22,36.9,2.0,71.8,1,7.54,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-01,Faisalabad,Tomato,1 Kg,85.68,91.05,96.88,32.9,2.2,72.0,1,11.2,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-02,Faisalabad,Tomato,1 Kg,106.22,111.0,114.78,31.6,2.2,62.5,1,8.56,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-03,Faisalabad,Tomato,1 Kg,114.62,118.45,125.1,30.6,0.6,73.6,1,10.48,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-04,Faisalabad,Tomato,1 Kg,98.55,103.72,107.58,34.1,2.8,70.6,1,9.03,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-05,Faisalabad,Tomato,1 Kg,98.08,105.4,109.38,39.2,5.7,65.1,1,11.3,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-06,Faisalabad,Tomato,1 Kg,95.58,100.35,105.6,31.8,1.8,82.5,1,10.02,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-07,Faisalabad,Tomato,1 Kg,62.68,67.32,71.08,33.3,1.0,66.6,1,8.4,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-08,Faisalabad,Tomato,1 Kg,108.8,118.0,121.8,34.4,6.5,71.9,1,13.0,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-09,Faisalabad,Tomato,1 Kg,90.95,94.72,99.18,35.0,7.1,80.2,1,8.23,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-10,Faisalabad,Tomato,1 Kg,88.9,95.62,101.85,32.5,3.4,78.9,1,12.95,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-11,Faisalabad,Tomato,1 Kg,105.52,110.85,118.48,33.9,0.5,62.0,1,12.96,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-12,Faisalabad,Tomato,1 Kg,128.7,134.82,143.65,33.5,1.1,63.6,1,14.95,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-13,Faisalabad,Tomato,1 Kg,125.1,129.35,135.45,37.6,7.1,72.4,1,10.35,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-14,Faisalabad,Tomato,1 Kg,62.05,65.9,68.92,32.8,3.2,73.9,1,6.87,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-15,Faisalabad,Tomato,1 Kg,97.4,105.3,111.05,33.6,0.3,69.3,1,13.65,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-16,Faisalabad,Tomato,1 Kg,78.25,84.38,90.15,34.9,4.2,71.5,1,11.9,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-17,Faisalabad,Tomato,1 Kg,90.45,94.6,101.25,30.5,2.5,70.1,1,10.8,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-18,Faisalabad,Tomato,1 Kg,73.58,76.75,79.4,36.7,4.5,68.9,1,5.82,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-19,Faisalabad,Tomato,1 Kg,89.78,93.22,96.42,31.8,6.8,69.1,1,6.64,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-20,Faisalabad,Tomato,1 Kg,101.85,109.6,114.55,35.3,2.1,75.5,1,12.7,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-21,Faisalabad,Tomato,1 Kg,103.2,110.82,114.85,31.6,3.5,68.1,1,11.65,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-22,Faisalabad,Tomato,1 Kg,121.8,131.95,142.28,35.0,0.0,74.3,1,20.48,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-23,Faisalabad,Tomato,1 Kg,75.03,81.35,84.12,34.2,6.8,64.4,1,9.09,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-24,Faisalabad,Tomato,1 Kg,133.18,142.07,146.48,36.1,0.1,69.8,1,13.3,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-25,Faisalabad,Tomato,1 Kg,98.9,105.4,112.45,31.0,0.7,62.7,1,13.55,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-26,Faisalabad,Tomato,1 Kg,86.35,92.42,99.82,35.1,1.2,68.5,1,13.47,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-27,Faisalabad,Tomato,1 Kg,96.05,102.35,107.28,32.4,0.8,72.0,1,11.23,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-28,Faisalabad,Tomato,1 Kg,124.18,134.65,141.2,32.0,1.3,71.0,1,17.02,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-29,Faisalabad,Tomato,1 Kg,74.85,80.1,84.92,30.2,0.9,67.2,1,10.07,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-30,Faisalabad,Tomato,1 Kg,121.88,131.3,139.28,35.2,12.1,66.8,1,17.4,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-07-31,Faisalabad,Tomato,1 Kg,84.22,88.05,90.9,31.0,2.0,64.9,1,6.68,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-01,Faisalabad,Tomato,1 Kg,99.45,107.98,115.15,31.3,2.0,59.5,1,15.7,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-02,Faisalabad,Tomato,1 Kg,97.2,103.6,107.65,31.1,2.9,69.4,1,10.45,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-03,Faisalabad,Tomato,1 Kg,118.18,124.78,131.18,30.0,3.4,72.1,1,13.0,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-04,Faisalabad,Tomato,1 Kg,96.6,100.98,106.75,30.9,2.5,66.0,1,10.15,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-05,Faisalabad,Tomato,1 Kg,112.92,118.58,125.95,28.1,3.4,61.9,1,13.03,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-06,Faisalabad,Tomato,1 Kg,105.55,113.55,120.52,35.0,0.4,62.7,1,14.97,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-07,Faisalabad,Tomato,1 Kg,106.02,112.2,117.05,29.3,1.6,65.8,1,11.03,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-08,Faisalabad,Tomato,1 Kg,87.3,90.62,94.52,29.6,0.3,62.9,1,7.22,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-09,Faisalabad,Tomato,1 Kg,107.25,112.42,121.35,31.8,1.7,63.9,1,14.1,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-10,Faisalabad,Tomato,1 Kg,102.2,110.38,117.55,28.6,3.3,59.0,1,15.35,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-11,Faisalabad,Tomato,1 Kg,114.9,122.88,131.38,27.6,1.1,61.8,1,16.48,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-12,Faisalabad,Tomato,1 Kg,103.6,107.95,114.55,30.0,0.9,60.5,1,10.95,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-13,Faisalabad,Tomato,1 Kg,125.45,134.35,143.05,35.4,6.6,62.8,1,17.6,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-14,Faisalabad,Tomato,1 Kg,92.1,96.98,102.72,31.0,3.1,59.6,1,10.62,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-15,Faisalabad,Tomato,1 Kg,92.2,98.45,105.42,28.7,0.6,70.1,1,13.22,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-16,Faisalabad,Tomato,1 Kg,107.95,112.28,119.38,32.2,4.1,59.6,1,11.43,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-17,Faisalabad,Tomato,1 Kg,92.32,100.1,106.6,30.6,8.7,65.1,1,14.28,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-18,Faisalabad,Tomato,1 Kg,110.85,117.02,122.32,32.4,3.4,66.7,1,11.47,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-19,Faisalabad,Tomato,1 Kg,96.38,104.55,112.42,30.9,0.5,65.1,1,16.04,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-20,Faisalabad,Tomato,1 Kg,107.5,114.92,123.12,31.8,0.2,58.0,1,15.62,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-21,Faisalabad,Tomato,1 Kg,125.38,132.75,141.28,31.8,7.7,67.9,1,15.9,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-22,Faisalabad,Tomato,1 Kg,54.0,57.88,62.48,29.0,1.1,58.0,1,8.48,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-23,Faisalabad,Tomato,1 Kg,114.2,121.7,130.93,28.7,1.7,60.5,1,16.73,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-24,Faisalabad,Tomato,1 Kg,121.72,130.1,136.93,25.7,1.0,57.3,1,15.21,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-25,Faisalabad,Tomato,1 Kg,92.28,97.0,101.78,26.6,3.7,53.2,1,9.5,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-26,Faisalabad,Tomato,1 Kg,98.55,104.88,111.85,27.2,1.4,56.4,1,13.3,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-27,Faisalabad,Tomato,1 Kg,112.48,116.22,124.95,30.5,0.5,58.2,1,12.47,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-28,Faisalabad,Tomato,1 Kg,92.65,97.92,103.4,26.2,1.4,53.0,1,10.75,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-29,Faisalabad,Tomato,1 Kg,138.48,146.5,157.85,27.9,0.3,55.0,1,19.37,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-30,Faisalabad,Tomato,1 Kg,120.7,128.55,136.98,27.9,4.5,59.4,1,16.28,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-08-31,Faisalabad,Tomato,1 Kg,88.1,91.98,98.32,29.6,2.3,65.2,1,10.22,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-01,Faisalabad,Tomato,1 Kg,111.92,116.5,121.95,28.2,0.8,59.4,1,10.03,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-02,Faisalabad,Tomato,1 Kg,87.58,94.7,100.28,28.1,7.2,62.2,1,12.7,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-03,Faisalabad,Tomato,1 Kg,108.15,112.4,120.68,27.8,0.6,58.4,1,12.53,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-04,Faisalabad,Tomato,1 Kg,86.95,90.85,94.28,24.8,0.6,57.6,1,7.33,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-05,Faisalabad,Tomato,1 Kg,121.08,125.65,130.28,23.1,0.0,51.7,1,9.2,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-06,Faisalabad,Tomato,1 Kg,88.3,95.5,101.08,23.0,1.4,55.2,1,12.78,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-07,Faisalabad,Tomato,1 Kg,104.58,109.32,117.18,26.7,7.4,54.5,1,12.6,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-08,Faisalabad,Tomato,1 Kg,65.75,71.47,76.15,29.2,2.5,54.8,1,10.4,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-09,Faisalabad,Tomato,1 Kg,121.4,125.2,134.3,25.0,0.5,55.4,1,12.9,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-10,Faisalabad,Tomato,1 Kg,115.75,124.38,132.88,26.3,2.6,53.4,1,17.13,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-11,Faisalabad,Tomato,1 Kg,88.95,92.02,97.12,20.5,3.1,52.9,1,8.17,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-12,Faisalabad,Tomato,1 Kg,84.62,89.55,94.65,23.9,8.7,60.0,1,10.03,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-13,Faisalabad,Tomato,1 Kg,70.1,72.7,76.05,26.6,1.2,56.0,1,5.95,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-14,Faisalabad,Tomato,1 Kg,105.38,112.38,117.22,21.5,10.9,57.5,1,11.84,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-15,Faisalabad,Tomato,1 Kg,104.42,112.3,120.95,24.9,1.5,54.0,1,16.53,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-16,Faisalabad,Tomato,1 Kg,157.07,163.7,175.58,22.7,0.2,44.6,1,18.51,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-17,Faisalabad,Tomato,1 Kg,115.0,119.68,126.55,24.2,0.3,52.8,1,11.55,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-18,Faisalabad,Tomato,1 Kg,101.02,104.42,109.12,27.9,0.7,44.3,1,8.1,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-19,Faisalabad,Tomato,1 Kg,126.72,133.62,141.75,23.5,0.4,49.3,1,15.03,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-20,Faisalabad,Tomato,1 Kg,82.65,86.85,91.22,18.6,0.3,48.6,1,8.57,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-21,Faisalabad,Tomato,1 Kg,116.6,124.42,130.93,21.8,0.5,47.9,1,14.33,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-22,Faisalabad,Tomato,1 Kg,97.35,103.45,109.78,21.0,3.0,55.3,1,12.43,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-23,Faisalabad,Tomato,1 Kg,82.0,88.32,94.58,20.8,2.0,43.3,1,12.58,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-24,Faisalabad,Tomato,1 Kg,128.3,138.7,145.78,25.6,7.7,48.7,1,17.48,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-25,Faisalabad,Tomato,1 Kg,125.75,132.57,137.28,19.9,2.0,43.2,1,11.53,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-26,Faisalabad,Tomato,1 Kg,98.6,106.45,111.98,24.4,0.5,43.2,1,13.38,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-27,Faisalabad,Tomato,1 Kg,115.82,122.68,130.6,19.4,2.7,46.6,1,14.78,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-28,Faisalabad,Tomato,1 Kg,91.15,96.5,103.88,22.8,1.9,50.5,1,12.73,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-29,Faisalabad,Tomato,1 Kg,133.82,138.88,143.7,18.8,8.1,43.3,1,9.88,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-09-30,Faisalabad,Tomato,1 Kg,120.95,129.4,134.1,19.6,1.1,50.4,1,13.15,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-01,Faisalabad,Tomato,1 Kg,115.8,123.28,132.62,21.3,1.3,39.1,1,16.82,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-02,Faisalabad,Tomato,1 Kg,103.72,107.5,115.85,19.2,1.3,39.4,1,12.13,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-03,Faisalabad,Tomato,1 Kg,123.45,133.65,143.02,22.9,1.5,46.6,1,19.57,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-04,Faisalabad,Tomato,1 Kg,90.3,94.1,99.05,18.4,1.8,36.0,1,8.75,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-05,Faisalabad,Tomato,1 Kg,102.25,110.1,117.5,14.9,0.7,50.1,1,15.25,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-06,Faisalabad,Tomato,1 Kg,78.8,83.92,87.65,19.0,0.5,35.8,1,8.85,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-07,Faisalabad,Tomato,1 Kg,109.82,116.85,122.62,18.5,0.2,38.8,1,12.8,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-08,Faisalabad,Tomato,1 Kg,132.4,142.0,147.25,17.1,0.4,36.1,1,14.85,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-09,Faisalabad,Tomato,1 Kg,76.97,82.0,86.15,15.6,0.0,45.1,1,9.18,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-10,Faisalabad,Tomato,1 Kg,50.75,54.98,57.0,16.2,0.7,42.9,1,6.25,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-11,Faisalabad,Tomato,1 Kg,102.18,110.02,113.45,17.7,1.0,40.0,1,11.27,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-12,Faisalabad,Tomato,1 Kg,82.15,86.25,91.35,16.7,0.3,45.5,1,9.2,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-13,Faisalabad,Tomato,1 Kg,114.7,122.92,130.62,15.9,1.1,36.1,1,15.92,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-14,Faisalabad,Tomato,1 Kg,101.62,105.88,112.62,18.3,0.4,39.1,1,11.0,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-15,Faisalabad,Tomato,1 Kg,132.72,139.35,146.98,18.5,0.3,37.7,1,14.26,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-16,Faisalabad,Tomato,1 Kg,99.85,107.45,114.3,18.1,0.1,34.0,1,14.45,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
2024-10-17,Faisalabad,Tomato,1 Kg,108.1,113.8,117.38,18.5,0.7,43.2,1,9.28,synthetic_2024,mandi_price_weather_dataset.csv,31.42,73.08,synthetic_generated
